"","id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G01Q04","G01Q05","G01Q06","G02Q07","G02Q26_SQ001","G02Q26_SQ002","G02Q26_SQ003","G02Q26_SQ004","G02Q26_SQ005","G02Q26_SQ006","G02Q26_other","G02Q27","G02Q27_other","G01Q08","G01Q09","G02Q10","G02Q10_comment","G02Q11","G02Q11_comment","G02Q12","G02Q13","G03Q14","G03Q14_comment","G03Q15","G03Q15_comment","G01Q16","G01Q16_comment","G03Q17","G03Q17_comment","G03Q18_SQ001","G03Q18_SQ002","G03Q18_SQ003","G03Q18_SQ004","G03Q18_SQ005","G03Q18_SQ006","G03Q18_SQ007","G03Q18_other","G01Q19_SQ001","G01Q19_SQ002","G01Q19_SQ003","G01Q19_SQ004","G01Q19_SQ005","G01Q19_SQ006","G01Q19_other","G04Q20","G04Q20_comment","G04Q21","G04Q21_comment","G01Q22_SQ001","G01Q22_SQ001comment","G01Q22_SQ002","G01Q22_SQ002comment","G01Q22_SQ003","G01Q22_SQ003comment","G01Q23","G01Q23_comment","G01Q24","G01Q24_comment","G01Q25","G01Q25_comment"
"235",532,"1980-01-01 00:00:00",4,"en","1194838298","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Finland","Special trained nurse","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","Yes",NA,"No (please comment)",NA,"Yes",NA,"Yes",NA,"Yes","Not selected","Not selected","Yes","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"236",533,NA,2,"en","1028031406","female","45 to 54 years","Medical doctor","Consultant","> 20","Serbia","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",534,NA,2,"en","535371616","female","55 to 64 years","Medical doctor","Consultant","> 20","Lithuania","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",535,"1980-01-01 00:00:00",4,"en","1840324242","female","55 to 64 years","Medical doctor","Consultant","> 20","Italy","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)","not possible","No (please comment)","not possible","No",NA,"No",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Yes","Not selected","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"239",536,"1980-01-01 00:00:00",4,"en","1109909369","female","45 to 54 years","Medical doctor","Consultant","> 20","Spain","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"Yes","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"240",537,"1980-01-01 00:00:00",4,"en","259751531","male","34 or younger","Medical doctor","Anaesthesia technician","5 - 10","Moldova","Anaesthesia technician","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Doesn’t exist ","No (please comment the reasons)","Doesn’t exist ","No","No","No (please comment)","Doesn’t exist ","No (please comment)","Doesn’t exist ","No","Doesn’t exist ","No",NA,"Yes","Yes","Not selected","Not selected","Yes","Not selected","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Different (please commment)","Sometimes "
"241",538,"1980-01-01 00:00:00",4,"en","1513409509","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Bosnia and Herzegovina","Special trained nurse","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Yes","Yes",NA,"Just the one, who is present","It could be bouth of them, but if just one is present it is ok.","Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"Different (please commment)"," I am not sure. Maybe in rush.","Yes",NA,"Yes",NA
"242",539,"1980-01-01 00:00:00",4,"en","283442286","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"Yes","No","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","Nono","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"243",540,"1980-01-01 00:00:00",4,"en","621659136","male","55 to 64 years","Medical doctor","Consultant","> 20","Czechia","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","No","No (please comment)","A doctor must be in person responsible for informing the patient","No (please comment)","A doctor must be in person responsible for informing the patient",NA,"A doctor must be in person responsible for informing the patient","No",NA,"Yes","Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"Not selected","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes","Parent consent is obligatory","Not selected",NA,"No",NA,"No",NA,"Different (please commment)","I do not know"
"244",541,NA,2,"en","875692422","male","55 to 64 years","Medical doctor","Consultant","10 - 20","Other","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",542,"1980-01-01 00:00:00",4,"en","2100359697","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Germany","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"246",543,"1980-01-01 00:00:00",4,"en","2108114747","male","55 to 64 years","Medical doctor","Consultant","> 20","Spain","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","It is not legal","No (please comment the reasons)",NA,"Yes","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"247",544,"1980-01-01 00:00:00",4,"en","1282960736","female","35 to 44 years","Medical doctor","Consultant","10 - 20","United Kingdom (UK)","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)",NA,"No (please comment)",NA,"Different (please comment)",NA,"No","face to face meeting need to be done anyway at some point for anaesthetic assessment/examination so no added value of having consent process at another time over phone/virtual","Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Not selected","Yes","Yes",NA,"Different (please comment)",NA,"Different (please comment)",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"Different (please commment)","don't know","No",NA,"Yes",NA
"248",545,NA,1,"en","1092512016","female","65 or older","Medical doctor","Consultant","> 20","United Kingdom (UK)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",546,"1980-01-01 00:00:00",4,"en","1480400052","female","45 to 54 years","Medical doctor","Consultant","> 20","Greece","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","No","No (please comment)"," Not all of patients have internet access and  computer knowledge.","No (please comment)","I don’t believe that this form of consent is reliable ","No","It is not allowed ","Yes",NA,"Not selected","Yes","Not selected","Not selected","Yes","Yes","Not selected",NA,"Not selected","Yes","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"250",547,"1980-01-01 00:00:00",4,"en","97065691","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Greece","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","There is no legal framework for online/telephone informed consent in my country","No (please comment the reasons)","There is no legal framework for online/telephone informed consent in my country","No","No","No (please comment)","There is no legal framework for online/telephone informed consent in my country","No (please comment)","There is no legal framework for online/telephone informed consent in my country","Yes","There is no legal framework for online/telephone informed consent in my country","Yes",NA,"Yes","Yes","Yes","Not selected","Yes","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes","It is not legally allowed ","Yes",NA,"Yes",NA
"251",548,"1980-01-01 00:00:00",4,"en","2130048425","male","45 to 54 years","Medical doctor","Consultant","> 20","Netherlands","Special trained nurse","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,NA,"depend on prcedure ","2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"Yes","Yes","Yes",NA,"Yes",NA,"Different (please comment)","different interpretations","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Not selected",NA,"Not selected",NA,"Different (please commment)","allowed during COVID and different interpretation in normal practice","No",NA,"Different (please commment)","only in doubt"
"252",549,NA,1,"en","1937946299","male","35 to 44 years","Medical doctor","Resident","5 - 10","Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",550,"1980-01-01 00:00:00",4,"en","1325901278","male","55 to 64 years","Medical doctor","Consultant","> 20","Spain","other","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","2 days or more before surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"254",551,"1980-01-01 00:00:00",4,"en","1532373602","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Portugal","other","Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"255",552,"1980-01-01 00:00:00",4,"en","1242571735","male","55 to 64 years","Medical doctor","Consultant","> 20","France","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Physical examination is needed.","No (please comment the reasons)","Physical examination is needed.","Yes","Yes","Different (please comment)","Sometimes, after a first face-to-face consultation and the obtention of the results of requested tests.","No (please comment)","Not legal","No",NA,"No",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected","Physical examination is not possible","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","15","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"256",553,"1980-01-01 00:00:00",4,"en","1459713885","male","55 to 64 years","Medical doctor","Consultant","> 20","Portugal","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)","Is not necessary","No (please comment)","Is not necessary","No",NA,"No",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes","Not selected",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","In Portugal, minimum positive effect would be achieved","Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"257",554,NA,NA,"en","844761011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",555,NA,1,"en","1517797779","female","34 or younger","Medical doctor",NA,"5 - 10","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",556,NA,1,"en","480083181","diverse","34 or younger","Medical doctor","Consultant","< 5","Ireland","other","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,NA,"Nurse assessment with questionnaire ","Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",557,NA,3,"en","1866386258","female","35 to 44 years","Physician assistant","Resident","10 - 20","Turkey","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","Yes",NA,"Yes",NA,"Different (please comment)",NA,"Yes",NA,"Not selected","Not selected","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Yes","Yes","Not selected","Yes","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",558,"1980-01-01 00:00:00",4,"en","2100862075","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Spain","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)","To sign up a written consent is mandatory","No (please comment the reasons)","Same reason","No","No","No (please comment)","To sign up a written consent is mandatory","No (please comment)","No available media","No",NA,"No",NA,"Not selected","Not selected","Yes","Yes","Yes","Not selected","Not selected",NA,"Yes","Yes","Not selected","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"262",559,"1980-01-01 00:00:00",4,"en","508158573","male","34 or younger","Medical doctor","Resident","5 - 10","Romania","Resident","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","Signature is required","No (please comment the reasons)","Signature is required","No","No","No (please comment)","Signature required","No (please comment)","Signature required","No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Yes","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"263",560,NA,0,"en","1517718108","male","34 or younger","Medical doctor","Consultant","10 - 20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",561,"1980-01-01 00:00:00",4,"en","1397017598","female","35 to 44 years","Medical doctor","Other","10 - 20","Austria","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","14","Yes","And age 14+","Not selected",NA,"No",NA,"No",NA,"No",NA
"265",562,"1980-01-01 00:00:00",4,"en","1096836241","male","55 to 64 years","Medical doctor","Consultant","> 20","Norway","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","No","No (please comment)","Internet is no considered as a safe communication","Yes",NA,"Yes",NA,"Different (please comment)","Unsure. I would prefer face to face","Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Different (please comment)","We don't need written consent","Different (please comment)","We don't need written consent","Yes","18","Yes",NA,"Not selected",NA,"Yes",NA,"No",NA,"Different (please commment)",NA
"266",563,"1980-01-01 00:00:00",4,"en","795701622","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Romania","Special trained nurse","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","the law requires that the consent is documented on paper and authenticated by signature","No (please comment the reasons)","same as before","No","No","No (please comment)","cause illegal","No (please comment)","illegal","Yes","i know, it is not legally allowed","Yes","if legally permitted","Not selected","Yes","Not selected","Yes","Yes","Yes","Yes",NA,"Not selected","Not selected","Yes","Yes","Not selected","Yes",NA,"Always both parents","unless one is justifiable missing (i.E. in prison and document provided, divorced and present parent sole legal tutor)","Always both parents",NA,"Yes","18","Yes","impossible to assess","Not selected",NA,"Yes","i know, it is not","Yes",NA,"Yes",NA
"267",564,"1980-01-01 00:00:00",4,"en","598203056","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Switzerland","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,NA,"depends on surgery and patient condition","2 days or more before surgery","2 days or more before surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)","Technical requirements not existing","No (please comment)","In my hospital decision against this way","Different (please comment)","I don't know. ","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes","yes!","Not selected",NA,"No",NA,"No",NA,"No",NA
"268",565,NA,2,"en","508070300","male","55 to 64 years","Medical doctor","Consultant","> 20","Portugal","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",566,"1980-01-01 00:00:00",4,"en","1887383579","male","35 to 44 years","Medical doctor","Consultant","10 - 20","France","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected","Lee","online via videoconference",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Written inform consent required","No (please comment the reasons)","Written inform consent required","No","Yes","No (please comment)","No tool available to track the consent","No (please comment)","No option to track the consent","Yes","Yes I know and the answer is no, it is not legal","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Not selected","Not selected","Yes","Not selected","Not selected","Yes",NA,"Always both parents",NA,"Always both parents",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes","Yes I know and the answer is no, it is not legal","Yes",NA,"Yes",NA
"270",567,"1980-01-01 00:00:00",4,"en","1141305362","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Poland","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","It is not clearly defined, but requires a signature by person thus online does not fully allow. ","No (please comment the reasons)","As above, it is not clearly stated, but a requirement of a signature by the patient limits the possibility of non direct consent.","No","No","No (please comment)","A challenging situation with changing theatre lists and low access to online contact does not allow for standardized online contact.","No (please comment)","As above","No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16 - but both parent and child have to consent","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"271",568,NA,3,"en","2097224095","male","65 or older","Medical doctor","Consultant","> 20","Spain","Resident","Yes","Yes","Not selected","Not selected","Not selected","Not selected","Mallampati","online via videoconference",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","There is no legislation stablished yet","No (please comment the reasons)","There is no legislation stablished yet","Yes","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Yes","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",569,"1980-01-01 00:00:00",4,"en","1994467204","male","35 to 44 years","Medical doctor","Resident","< 5","Germany","Resident","Yes","Yes","Not selected","Not selected","Not selected","Not selected","Arne Score","online via patient´s self assessment",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)","Very poor digital infrastructure, as well as numerous patients not being well accustomed to telco software. ","Yes",NA,"No",NA,"No",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes",NA,"No",NA,"No",NA
"273",570,NA,2,"en","1940438260","female","65 or older","Medical doctor","Consultant","> 20","Belgium","Resident","Yes","Yes","Yes","Not selected","Yes","Not selected",NA,NA,"online via videoconf. with patient's self assessment AND in person depending on the patient status and type of surgery","2 days or more before surgery","24h prior to surgery","Yes",NA,"Yes",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",571,NA,NA,"en","713517102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
